 8.83438e-06 -3.15011e-08 -2.17065e-08  1.36724e-09  2.92245e-09  6.93098e-09 -3.15011e-08  8.65106e-06  1.63934e-08  2.57266e-09 -1.59258e-09 -7.16241e-08 -2.17065e-08  1.63934e-08  7.87104e-06  7.30419e-08  2.14123e-07  1.81112e-09  1.36724e-09  2.57266e-09  7.30419e-08  9.78965e-07 -1.61606e-08  6.67146e-10  2.92245e-09 -1.59258e-09  2.14123e-07 -1.61606e-08  9.51937e-07 -1.32287e-09  6.93098e-09 -7.16241e-08  1.81112e-09  6.67146e-10 -1.32287e-09  9.75096e-07
 6.58935e-05  2.57397e-06  2.64611e-07  -7.5586e-08 -3.87343e-07  7.63509e-07  2.57397e-06  7.68365e-05  2.60325e-06  1.52062e-06  5.56473e-07 -5.16445e-06  2.64611e-07  2.60325e-06  7.45792e-05  1.77724e-06  1.90828e-05  -1.9158e-07  -7.5586e-08  1.52062e-06  1.77724e-06  1.16805e-05 -1.28774e-06   7.1806e-08 -3.87343e-07  5.56473e-07  1.90828e-05 -1.28774e-06  1.26347e-05 -1.20397e-07  7.63509e-07 -5.16445e-06  -1.9158e-07   7.1806e-08 -1.20397e-07  6.13227e-06
 0.000103685  1.26444e-05  6.42491e-06  -2.6897e-07 -1.72496e-06  1.32607e-06  1.26444e-05  0.000111589  6.66338e-06  4.78904e-06  1.40835e-06 -1.17934e-05  6.42491e-06  6.66338e-06  0.000136119 -9.37746e-06  3.99269e-05  -5.6602e-07  -2.6897e-07  4.78904e-06 -9.37746e-06  1.75835e-05 -2.08065e-06   9.5904e-08 -1.72496e-06  1.40835e-06  3.99269e-05 -2.08065e-06  2.17262e-05 -1.56579e-07  1.32607e-06 -1.17934e-05  -5.6602e-07   9.5904e-08 -1.56579e-07  9.59855e-06
 0.000117553  1.83754e-05  1.13229e-05 -3.43492e-07  -2.4895e-06  1.11725e-06  1.83754e-05  0.000118114  8.43369e-06  6.77409e-06  1.79897e-06 -1.55657e-05  1.13229e-05  8.43369e-06   0.00015487 -1.65403e-05  5.21496e-05 -8.44015e-07 -3.43492e-07  6.77409e-06 -1.65403e-05  1.88182e-05 -2.37978e-06  6.65684e-08  -2.4895e-06  1.79897e-06  5.21496e-05 -2.37978e-06  2.53128e-05 -1.36999e-07  1.11725e-06 -1.55657e-05 -8.44015e-07  6.65684e-08 -1.36999e-07  1.08709e-05
 0.000135265  2.35758e-05  1.56768e-05 -4.14767e-07 -3.30238e-06  3.07889e-07  2.35758e-05  0.000125322  9.52686e-06  9.00303e-06  2.15497e-06  -2.0204e-05  1.56768e-05  9.52686e-06  0.000182785    -1.93e-05  6.47732e-05 -1.18557e-06 -4.14767e-07  9.00303e-06    -1.93e-05  1.99673e-05 -2.84673e-06 -2.54932e-08 -3.30238e-06  2.15497e-06  6.47732e-05 -2.84673e-06  2.99561e-05 -1.39751e-07  3.07889e-07  -2.0204e-05 -1.18557e-06 -2.54932e-08 -1.39751e-07  1.26262e-05
 0.000146542  2.53704e-05  1.77139e-05 -3.03704e-07 -3.91348e-06 -6.88019e-07  2.53704e-05  0.000131711   1.0101e-05  1.03229e-05  2.26111e-06 -2.30118e-05  1.77139e-05   1.0101e-05  0.000203226 -1.84686e-05  7.25106e-05 -1.41242e-06 -3.03704e-07  1.03229e-05 -1.84686e-05  2.08357e-05 -2.89825e-06 -1.03535e-07 -3.91348e-06  2.26111e-06  7.25106e-05 -2.89825e-06   3.3223e-05 -1.53973e-07 -6.88019e-07 -2.30118e-05 -1.41242e-06 -1.03535e-07 -1.53973e-07  1.38732e-05
 0.000167697  2.61509e-05  2.04105e-05   4.8712e-08 -5.45731e-06 -1.96993e-06  2.61509e-05  0.000147387  1.14293e-05  1.24299e-05  2.53934e-06 -2.76019e-05  2.04105e-05  1.14293e-05  0.000231082 -1.57672e-05  8.49191e-05  -1.9424e-06   4.8712e-08  1.24299e-05 -1.57672e-05  2.31884e-05 -2.64689e-06 -1.76081e-07 -5.45731e-06  2.53934e-06  8.49191e-05 -2.64689e-06  3.89339e-05 -2.94243e-07 -1.96993e-06 -2.76019e-05  -1.9424e-06 -1.76081e-07 -2.94243e-07   1.6516e-05
 0.000176755  2.52131e-05  2.09899e-05  4.59266e-07   -6.604e-06 -3.35642e-06  2.52131e-05  0.000157199  1.21288e-05  1.33199e-05  2.64076e-06 -2.95766e-05  2.09899e-05  1.21288e-05  0.000246676  -1.2709e-05   9.0735e-05 -2.31905e-06  4.59266e-07  1.33199e-05  -1.2709e-05  2.46974e-05 -1.98962e-06  -2.2464e-07   -6.604e-06  2.64076e-06   9.0735e-05 -1.98962e-06  4.18746e-05 -3.67968e-07 -3.35642e-06 -2.95766e-05 -2.31905e-06  -2.2464e-07 -3.67968e-07  1.79095e-05
 0.000183901  1.78913e-05  1.26592e-05  1.70808e-06 -1.08414e-05 -4.78017e-06  1.78913e-05  0.000186289  1.70794e-05  1.13972e-05  4.89668e-06 -3.31413e-05  1.26592e-05  1.70794e-05  0.000275147  -4.9795e-06  9.89848e-05 -4.54365e-06  1.70808e-06  1.13972e-05  -4.9795e-06  2.82814e-05 -4.46104e-07  1.42904e-07 -1.08414e-05  4.89668e-06  9.89848e-05 -4.46104e-07  4.74485e-05 -1.31847e-06 -4.78017e-06 -3.31413e-05 -4.54365e-06  1.42904e-07 -1.31847e-06  2.23526e-05
 8.49588e-05  7.84881e-07 -5.28429e-05  4.86311e-06 -2.39246e-05  -3.2607e-06  7.84881e-07  0.000143782  4.57015e-05 -4.45414e-06  1.90211e-05 -4.81424e-05 -5.28429e-05  4.57015e-05  0.000231939  7.14037e-06  0.000104154 -1.40951e-05  4.86311e-06 -4.45414e-06  7.14037e-06  2.00429e-05  1.24375e-06  2.06077e-06 -2.39246e-05  1.90211e-05  0.000104154  1.24375e-06  5.39213e-05 -6.16731e-06  -3.2607e-06 -4.81424e-05 -1.40951e-05  2.06077e-06 -6.16731e-06  3.18777e-05
 7.28789e-05  5.18077e-08  -5.3699e-05  4.63616e-06 -2.54788e-05 -3.11882e-06  5.18077e-08  0.000134179  4.78508e-05 -4.80764e-06  2.10585e-05 -5.12598e-05  -5.3699e-05  4.78508e-05  0.000222467  6.35528e-06  0.000104424 -1.57761e-05  4.63616e-06 -4.80764e-06  6.35528e-06  1.67177e-05   1.1276e-06  2.23312e-06 -2.54788e-05  2.10585e-05  0.000104424   1.1276e-06  5.47325e-05 -7.07209e-06 -3.11882e-06 -5.12598e-05 -1.57761e-05  2.23312e-06 -7.07209e-06  3.31698e-05
 6.56969e-05  6.92669e-07 -5.08783e-05  4.59703e-06 -2.56229e-05 -2.70952e-06  6.92669e-07  0.000131909  4.75873e-05 -4.37786e-06  2.16959e-05  -5.3549e-05 -5.08783e-05  4.75873e-05  0.000209882  2.98585e-06  0.000101932 -1.70168e-05  4.59703e-06 -4.37786e-06  2.98585e-06  1.35909e-05  3.32826e-07  2.22151e-06 -2.56229e-05  2.16959e-05  0.000101932  3.32826e-07  5.49894e-05 -7.80231e-06 -2.70952e-06  -5.3549e-05 -1.70168e-05  2.22151e-06 -7.80231e-06  3.40883e-05
 6.14376e-05    2.319e-06 -4.65688e-05  4.80055e-06 -2.51963e-05 -2.24866e-06    2.319e-06   0.00013254  4.63917e-05 -3.83334e-06  2.18917e-05 -5.62459e-05 -4.65688e-05  4.63917e-05  0.000190745 -1.76322e-06  9.89477e-05 -1.81083e-05  4.80055e-06 -3.83334e-06 -1.76322e-06  1.10506e-05 -5.45379e-07  2.17402e-06 -2.51963e-05  2.18917e-05  9.89477e-05 -5.45379e-07  5.56565e-05 -8.50038e-06 -2.24866e-06 -5.62459e-05 -1.81083e-05  2.17402e-06 -8.50038e-06  3.52007e-05
