key,x,y,z,yaw,pitch,roll
x405,2.44629,3.49707,0.742776,0.490406,-1.30875,0.92515
x406,2.45664,3.49042,0.743771,0.526483,-1.32062,0.886772
x407,2.46859,3.48344,0.745505,0.58453,-1.33436,0.82694
x408,2.47862,3.47739,0.747735,0.686292,-1.35599,0.723986
x409,2.49351,3.4682,0.748405,0.725506,-1.36341,0.681722
x410,2.50741,3.45996,0.747477,0.780071,-1.37008,0.623174
x411,2.52302,3.45076,0.745064,0.834146,-1.37603,0.563409
x412,2.53385,3.44437,0.743263,0.870702,-1.37836,0.520133
x413,2.57842,3.41197,0.742884,0.994938,-1.37681,0.374347
x414,2.58887,3.40389,0.745017,1.05062,-1.37915,0.314755
x415,2.59769,3.39649,0.747162,1.02494,-1.37611,0.337165
x416,2.60683,3.38809,0.74997,1.03144,-1.37624,0.325994
x417,2.61692,3.37805,0.752912,1.03724,-1.37634,0.31561
x418,2.62455,3.36982,0.75581,0.984315,-1.37269,0.364439
x419,2.63286,3.35923,0.760353,1.01277,-1.376,0.333159
x420,2.63976,3.34912,0.768632,0.958257,-1.37248,0.384602
x421,2.64727,3.33851,0.779221,0.997445,-1.37913,0.343183
x422,2.65592,3.33213,0.786593,0.9682,-1.38389,0.370391
x423,2.66555,3.32464,0.794463,0.959529,-1.38898,0.376992
x424,2.67627,3.31577,0.803289,1.07088,-1.40008,0.265573
x425,2.68908,3.30691,0.811106,1.11412,-1.40794,0.221548
x426,2.73468,3.28416,0.81861,0.822773,-1.40891,0.497148
x427,2.77994,3.26351,0.817168,0.848227,-1.40993,0.451022
x428,2.79638,3.25225,0.817,0.821721,-1.40915,0.469085
x429,2.80851,3.24423,0.815492,0.801215,-1.40964,0.483462
x430,2.82186,3.23515,0.812503,0.782107,-1.4128,0.494286
x431,2.83574,3.22454,0.808525,0.746277,-1.41319,0.521798
x432,2.84845,3.21229,0.803039,0.683846,-1.4106,0.574207
x433,2.86157,3.20092,0.796517,0.614544,-1.40603,0.63377
x434,2.87041,3.19433,0.791506,0.575465,-1.40118,0.664303
x435,2.88008,3.18805,0.785353,0.524328,-1.39252,0.705615
x436,2.88873,3.18125,0.779307,0.489085,-1.38362,0.73121
x437,2.89409,3.1762,0.776948,0.460431,-1.37361,0.751216
x438,2.90459,3.17027,0.773789,0.374066,-1.35214,0.816197
x439,2.90701,3.1697,0.771786,0.362633,-1.35134,0.823176
x440,2.9097,3.16919,0.768567,0.353239,-1.35149,0.829556
x441,2.9131,3.16906,0.764259,0.352282,-1.35208,0.828221
x442,2.91589,3.16896,0.761342,0.333306,-1.3478,0.845113
x443,2.919,3.1684,0.760641,0.337204,-1.34718,0.840641
x444,2.92369,3.16632,0.760723,0.339873,-1.34785,0.83652
x445,2.92961,3.16644,0.760846,0.305827,-1.3385,0.868758
x446,2.93634,3.16887,0.758935,0.318361,-1.3421,0.855771
x447,2.9462,3.17048,0.752575,0.329625,-1.34311,0.841695
x448,2.95384,3.17021,0.748054,0.34759,-1.3445,0.819024
x449,2.95942,3.1679,0.746558,0.31733,-1.33343,0.844121
x450,2.96326,3.1641,0.747556,0.290228,-1.32596,0.864469
x451,2.97141,3.15445,0.74651,0.267386,-1.3286,0.875784
x452,2.97495,3.15117,0.744077,0.249213,-1.32707,0.889504
x453,2.97916,3.1471,0.740903,0.234155,-1.32444,0.898949
x454,2.98325,3.1417,0.738267,0.236033,-1.32317,0.892273
x455,2.98491,3.13744,0.737091,0.219513,-1.31629,0.90453
x456,2.98521,3.13219,0.737,0.223775,-1.31785,0.894274
x457,2.98399,3.12717,0.737681,0.193849,-1.30759,0.918626
x458,2.98478,3.12138,0.735344,0.217935,-1.31477,0.891375
x459,2.98523,3.119,0.733751,0.214659,-1.31175,0.892786
x460,2.98575,3.11557,0.730954,0.224388,-1.30889,0.879933
x461,2.98578,3.11534,0.729384,0.227011,-1.30377,0.874295
x462,2.98495,3.11664,0.727114,0.250962,-1.30675,0.849253
x463,2.98392,3.11753,0.725717,0.249311,-1.30067,0.849461
x464,2.98026,3.11973,0.724389,0.239803,-1.29409,0.85845
x465,2.97682,3.12165,0.721394,0.26545,-1.29885,0.835112
x466,2.97131,3.12296,0.715315,0.293197,-1.30056,0.810071
x467,2.96539,3.12333,0.709441,0.307941,-1.29629,0.799554
x468,2.95395,3.12182,0.703766,0.387287,-1.29676,0.728273
x469,2.93833,3.12067,0.716932,0.470476,-1.29218,0.656395
x470,2.92599,3.1293,0.735755,0.421002,-1.29028,0.718657
x471,2.9102,3.14572,0.754897,0.421354,-1.3048,0.735124
x472,2.89281,3.16393,0.764723,0.33558,-1.31125,0.833368
x473,2.87728,3.17064,0.746635,0.342396,-1.31316,0.852394
x474,2.85937,3.1622,0.737113,0.429414,-1.30582,0.789301
x475,2.85589,3.16373,0.728994,0.419469,-1.31616,0.799212
x476,2.85345,3.16529,0.719322,0.43913,-1.32355,0.781811
x477,2.85102,3.16682,0.710182,0.44908,-1.32693,0.77411
x478,2.84878,3.16798,0.702305,0.426713,-1.32025,0.799592
x479,2.84426,3.16962,0.690249,0.45705,-1.32333,0.775262
x480,2.84085,3.16996,0.679178,0.473411,-1.32547,0.765404
x481,2.83604,3.16942,0.662853,0.480772,-1.32576,0.76512
x482,2.83248,3.1696,0.648627,0.45195,-1.31709,0.80022
x483,2.82771,3.16976,0.631849,0.472512,-1.3149,0.786587
x484,2.82239,3.16922,0.61457,0.491554,-1.30923,0.775515
x485,2.81537,3.16544,0.575907,0.580141,-1.30141,0.706295
x486,2.81312,3.16403,0.561594,0.629669,-1.30183,0.661649
x487,2.81137,3.16167,0.546938,0.624206,-1.29132,0.672882
x488,2.8105,3.15899,0.535917,0.659149,-1.29084,0.643187
x489,2.81061,3.15593,0.520846,0.651264,-1.28286,0.654886
x490,2.81201,3.15276,0.505309,0.678573,-1.28197,0.631646
x491,2.81471,3.14744,0.487337,0.684043,-1.27388,0.628539
x492,2.81853,3.14392,0.472467,0.720425,-1.27094,0.593544
x493,2.82485,3.13999,0.454589,0.754292,-1.26706,0.559384
x494,2.83111,3.13694,0.440999,0.780747,-1.26158,0.53169
x495,2.8428,3.13364,0.420388,0.846606,-1.26119,0.463132
x496,2.85233,3.13258,0.405341,0.873062,-1.25397,0.432305
x497,2.86316,3.13071,0.39026,0.929159,-1.24991,0.371235
x498,2.89576,3.1271,0.36335,0.991054,-1.22129,0.287528
x499,2.93583,3.13167,0.344013,1.12511,-1.22074,0.135236
