key,x,y,z,yaw,pitch,roll
x211,2.24874,2.46648,0.597324,0.830562,-1.25931,0.841837
x212,2.27645,2.4734,0.618392,0.677579,-1.24525,0.960414
x213,2.30644,2.48084,0.640743,0.539869,-1.22906,1.06435
x214,2.33775,2.48842,0.663404,0.42308,-1.214,1.15005
x215,2.37125,2.49636,0.686983,0.322417,-1.20244,1.22231
x216,2.40572,2.50398,0.710173,0.234114,-1.19388,1.28335
x217,2.44166,2.51071,0.73252,0.152107,-1.18747,1.33606
x218,2.47955,2.51631,0.754087,0.0760326,-1.18644,1.38101
x219,2.50857,2.51954,0.769395,0.0237332,-1.19127,1.40964
x220,2.54752,2.52247,0.788699,-0.0405324,-1.20758,1.44274
x221,2.57722,2.5236,0.802917,-0.0866758,-1.22467,1.4667
x222,2.68179,2.52106,0.85012,-0.238197,-1.28697,1.55618
x223,2.71678,2.51829,0.864062,-0.287683,-1.3117,1.58933
x224,2.7486,2.51499,0.875256,-0.334664,-1.33812,1.62297
x225,2.77776,2.51122,0.883566,-0.382793,-1.36772,1.65993
x226,2.80261,2.50687,0.888148,-0.424594,-1.39942,1.68957
x227,2.82374,2.50147,0.88869,-0.447915,-1.43443,1.69749
x228,2.84086,2.49525,0.884927,-0.435624,-1.47248,1.66929
x229,2.85498,2.48803,0.876536,-0.315566,-1.51495,1.53455
x230,2.86615,2.48007,0.863628,0.688594,-1.55115,0.519609
x231,2.87499,2.4712,0.84595,2.06951,-1.51907,-0.867534
x232,2.88129,2.46185,0.824735,2.25806,-1.47125,-1.05866
x233,2.88557,2.45169,0.799953,2.32117,-1.42359,-1.12171
x234,2.88786,2.44107,0.773033,2.34861,-1.37945,-1.14738
x235,2.88824,2.42974,0.743787,2.36,-1.33855,-1.15617
x236,2.88695,2.4185,0.714358,2.35812,-1.30287,-1.15124
x237,2.88021,2.39684,0.655688,2.32596,-1.24494,-1.11024
x238,2.86185,2.37002,0.577759,2.24575,-1.19544,-1.01149
x239,2.83636,2.35029,0.512149,2.14281,-1.17941,-0.884787
x240,2.82716,2.34552,0.493749,2.10509,-1.17962,-0.838536
x241,2.8148,2.34006,0.470872,2.05928,-1.17957,-0.780011
x242,2.80032,2.33444,0.445348,2.01792,-1.17679,-0.72139
x243,2.78314,2.3289,0.417255,1.97743,-1.17404,-0.660092
x244,2.7673,2.32484,0.394031,1.93697,-1.17539,-0.603567
x245,2.74904,2.32114,0.370667,1.87773,-1.18194,-0.531556
x246,2.72429,2.31715,0.34166,1.7882,-1.19524,-0.42869
x247,2.70293,2.31446,0.317437,1.71122,-1.20841,-0.340099
x248,2.68084,2.31243,0.293472,1.62995,-1.2223,-0.246814
x249,2.6581,2.31109,0.270131,1.54342,-1.23575,-0.147944
x250,2.6348,2.31041,0.24777,1.45172,-1.24754,-0.0436632
x251,2.61111,2.31025,0.226845,1.35765,-1.25603,0.063442
x252,2.58719,2.31043,0.207545,1.26491,-1.26055,0.169889
x253,2.56314,2.31088,0.189824,1.17586,-1.2615,0.273236
x254,2.53907,2.31151,0.173633,1.09241,-1.25934,0.37152
x255,2.51475,2.31228,0.158741,1.01489,-1.2545,0.464535
x256,2.49086,2.31316,0.145502,0.946468,-1.24762,0.548726
x257,2.47655,2.31375,0.138216,0.909425,-1.2427,0.595497
x258,2.4578,2.31457,0.129373,0.8652,-1.23551,0.652787
x259,2.43893,2.31543,0.121253,0.825359,-1.22758,0.706138
x260,2.42057,2.3163,0.114082,0.79077,-1.21933,0.754222
x261,2.40215,2.31721,0.107614,0.760131,-1.21069,0.798777
x262,2.38427,2.31813,0.10204,0.734192,-1.20208,0.838609
x263,2.36639,2.31908,0.0971459,0.711633,-1.19334,0.875451
x264,2.3491,2.32002,0.0930565,0.692723,-1.18483,0.908545
x265,2.33184,2.321,0.0896105,0.676431,-1.17632,0.939342
x266,2.3152,2.32198,0.0869045,0.663104,-1.16818,0.967037
x267,2.29863,2.32301,0.0848354,0.652143,-1.16024,0.992693
